Date,Stock_ID,Open,High,Low,Close,Volume
2026-01-23,3017.TW,1385.0,1385.0,1355.0,1375.0,4009724
2026-01-26,3017.TW,1390.0,1405.0,1365.0,1370.0,3929459
2026-01-27,3017.TW,1380.0,1440.0,1375.0,1420.0,6148146
2026-01-28,3017.TW,1445.0,1470.0,1430.0,1465.0,5466686
2026-01-29,3017.TW,1480.0,1510.0,1450.0,1495.0,8427604
2026-01-30,3017.TW,1490.0,1495.0,1400.0,1460.0,6528661
2026-02-02,3017.TW,1440.0,1505.0,1415.0,1490.0,6505965
2026-02-03,3017.TW,1550.0,1635.0,1545.0,1635.0,13739938
2026-02-04,3017.TW,1645.0,1710.0,1625.0,1675.0,9705262
2026-02-05,3017.TW,1665.0,1720.0,1630.0,1630.0,6234741
2026-02-06,3017.TW,1605.0,1625.0,1535.0,1595.0,6049419
2026-02-09,3017.TW,1680.0,1680.0,1585.0,1600.0,5432036
2026-02-10,3017.TW,1625.0,1645.0,1590.0,1620.0,3595484
2026-02-11,3017.TW,1610.0,1620.0,1560.0,1605.0,3098162
2026-02-23,3017.TW,1650.0,1650.0,1515.0,1520.0,5581082
2026-02-24,3017.TW,1535.0,1560.0,1510.0,1550.0,3946600
2026-02-25,3017.TW,1565.0,1695.0,1560.0,1675.0,8447833
2026-02-26,3017.TW,1680.0,1785.0,1665.0,1765.0,10043835
2026-03-02,3017.TW,1720.0,1800.0,1715.0,1765.0,5044224
2026-03-03,3017.TW,1830.0,1910.0,1780.0,1795.0,8370562
2026-03-04,3017.TW,1775.0,1795.0,1670.0,1750.0,6496695
2026-03-05,3017.TW,1860.0,1900.0,1795.0,1820.0,5253903
2026-03-06,3017.TW,1810.0,1885.0,1785.0,1845.0,4096866
2026-03-09,3017.TW,1665.0,1700.0,1665.0,1665.0,3575472
2026-03-10,3017.TW,1735.0,1745.0,1665.0,1695.0,6262507
2026-03-11,3017.TW,1740.0,1860.0,1740.0,1860.0,5070738
2026-03-12,3017.TW,1900.0,1955.0,1870.0,1875.0,6455030
2026-03-13,3017.TW,1855.0,1930.0,1815.0,1865.0,5800014
2026-03-16,3017.TW,1890.0,1920.0,1830.0,1830.0,4073415
2026-03-17,3017.TW,1870.0,1970.0,1860.0,1905.0,5238329
2026-03-18,3017.TW,1935.0,1955.0,1850.0,1850.0,5139734
2026-03-19,3017.TW,1835.0,2035.0,1835.0,2015.0,9607842
2026-03-20,3017.TW,2010.0,2060.0,1945.0,2050.0,6779076
2026-03-23,3017.TW,1985.0,2045.0,1955.0,1995.0,4804637
2026-03-24,3017.TW,2020.0,2030.0,1915.0,1945.0,6481219
2026-03-25,3017.TW,2020.0,2100.0,2015.0,2100.0,5325928
2026-03-26,3017.TW,2200.0,2310.0,2175.0,2275.0,8187769
2026-03-27,3017.TW,2200.0,2225.0,2120.0,2195.0,5251492
2026-03-30,3017.TW,2115.0,2155.0,2075.0,2135.0,3093844
2026-03-31,3017.TW,2100.0,2115.0,1945.0,1990.0,5178551
2026-04-01,3017.TW,2120.0,2135.0,2065.0,2110.0,3861573
2026-04-02,3017.TW,2140.0,2150.0,2065.0,2070.0,2973303
2026-04-07,3017.TW,2150.0,2175.0,2015.0,2030.0,4277462
2026-04-08,3017.TW,2200.0,2230.0,2150.0,2230.0,3565271
2026-04-09,3017.TW,2260.0,2290.0,2200.0,2235.0,4408179
2026-04-10,3017.TW,2305.0,2320.0,2230.0,2265.0,3063334
2025-09-15,2308.TW,842.0,848.0,829.0,836.0,11977009
2025-09-16,2308.TW,833.0,841.0,821.0,841.0,14964160
2025-09-17,2308.TW,840.0,853.0,831.0,836.0,10046309
2025-09-18,2308.TW,837.0,899.0,837.0,892.0,21414831
2025-09-19,2308.TW,894.0,909.0,885.0,888.0,19564182
2025-09-22,2308.TW,880.0,915.0,880.0,907.0,14261438
2025-09-23,2308.TW,913.0,917.0,890.0,893.0,16298095
2025-09-24,2308.TW,888.0,893.0,866.0,891.0,15633116
2025-09-25,2308.TW,886.0,903.0,883.0,884.0,11493170
2025-09-26,2308.TW,867.0,869.0,837.0,848.0,18652130
2025-09-30,2308.TW,852.0,888.0,851.0,854.0,16138286
2025-10-01,2308.TW,870.0,878.0,860.0,871.0,9681582
2025-10-02,2308.TW,893.0,910.0,893.0,894.0,17801201
2025-10-03,2308.TW,900.0,944.0,895.0,942.0,17752218
2025-10-07,2308.TW,942.0,995.0,941.0,987.0,25013368
2025-10-08,2308.TW,963.0,985.0,962.0,981.0,11682890
2025-10-09,2308.TW,1000.0,1005.0,986.0,999.0,14545045
2025-10-13,2308.TW,968.0,1045.0,968.0,1030.0,23036958
2025-10-14,2308.TW,1050.0,1060.0,990.0,992.0,19658119
2025-10-15,2308.TW,1000.0,1015.0,987.0,1015.0,12815338
2025-10-16,2308.TW,1005.0,1025.0,1000.0,1025.0,7584072
2025-10-17,2308.TW,1005.0,1050.0,996.0,999.0,12240453
2025-10-20,2308.TW,998.0,1020.0,986.0,1015.0,11890513
2025-10-21,2308.TW,1015.0,1030.0,1000.0,1020.0,7639845
2025-10-22,2308.TW,1005.0,1020.0,1000.0,1020.0,5599702
2025-10-23,2308.TW,1005.0,1020.0,1000.0,1010.0,5140862
2025-10-27,2308.TW,1035.0,1075.0,1035.0,1070.0,13894647
2025-10-28,2308.TW,1060.0,1080.0,1055.0,1075.0,8604771
2025-10-29,2308.TW,1075.0,1085.0,1035.0,1060.0,12152233
2025-10-30,2308.TW,1070.0,1070.0,1005.0,1010.0,21746938
2025-10-31,2308.TW,1000.0,1015.0,990.0,995.0,18521789
2025-11-03,2308.TW,992.0,1005.0,982.0,983.0,14781907
2025-11-04,2308.TW,980.0,1010.0,975.0,975.0,17580080
2025-11-05,2308.TW,930.0,972.0,930.0,967.0,16538385
2025-11-06,2308.TW,980.0,994.0,977.0,978.0,9760798
2025-11-07,2308.TW,960.0,972.0,956.0,965.0,9119881
2025-11-10,2308.TW,980.0,994.0,968.0,982.0,10503689
2025-11-11,2308.TW,993.0,998.0,972.0,972.0,10930686
2025-11-12,2308.TW,965.0,981.0,954.0,967.0,13794867
2025-11-13,2308.TW,965.0,973.0,958.0,958.0,10534466
2025-11-14,2308.TW,938.0,945.0,922.0,922.0,17956984
2025-11-17,2308.TW,931.0,946.0,916.0,916.0,10205990
2025-11-18,2308.TW,906.0,930.0,898.0,898.0,12776058
2025-11-19,2308.TW,890.0,911.0,889.0,894.0,11496641
2025-11-20,2308.TW,939.0,965.0,934.0,954.0,15713499
2025-11-21,2308.TW,907.0,913.0,895.0,895.0,16093630
2025-11-24,2308.TW,904.0,909.0,893.0,893.0,18570764
2025-11-25,2308.TW,913.0,926.0,899.0,910.0,10214403
2025-11-26,2308.TW,928.0,950.0,916.0,945.0,11021726
2025-11-27,2308.TW,955.0,959.0,938.0,942.0,8485835
2025-11-28,2308.TW,946.0,946.0,928.0,932.0,7920998
2025-12-01,2308.TW,936.0,978.0,932.0,973.0,16772623
2025-12-02,2308.TW,988.0,998.0,974.0,989.0,19606844
2025-12-03,2308.TW,997.0,1005.0,984.0,997.0,12394746
2025-12-04,2308.TW,999.0,1005.0,991.0,999.0,6602493
2025-12-05,2308.TW,998.0,1005.0,973.0,979.0,9363660
2025-12-08,2308.TW,985.0,993.0,970.0,979.0,5590132
2025-12-09,2308.TW,976.0,980.0,966.0,971.0,7569165
2025-12-10,2308.TW,973.0,978.0,965.0,968.0,6126655
2025-12-11,2308.TW,970.0,976.0,945.0,945.0,11239205
2025-12-12,2308.TW,945.0,948.0,929.0,938.0,9026719
2025-12-15,2308.TW,917.0,933.0,916.0,922.0,6527359
2025-12-16,2308.TW,908.0,915.0,899.0,901.0,10227812
2025-12-17,2308.TW,900.0,907.0,890.0,890.0,12462736
2025-12-18,2308.TW,889.0,896.0,886.0,891.0,6069232
2025-12-19,2308.TW,899.0,923.0,895.0,911.0,12394315
2025-12-22,2308.TW,911.0,957.0,909.0,953.0,13468014
2025-12-23,2308.TW,962.0,965.0,943.0,943.0,5730016
2025-12-24,2308.TW,952.0,960.0,948.0,955.0,4891620
2025-12-26,2308.TW,960.0,962.0,952.0,956.0,3106463
2025-12-29,2308.TW,960.0,974.0,960.0,962.0,6073574
2025-12-30,2308.TW,964.0,970.0,957.0,961.0,4433797
2025-12-31,2308.TW,959.0,974.0,950.0,963.0,8863603
2026-01-02,2308.TW,970.0,998.0,969.0,995.0,13024209
2026-01-05,2308.TW,1010.0,1025.0,1000.0,1010.0,12466679
2026-01-06,2308.TW,1005.0,1050.0,983.0,1050.0,16032166
2026-01-07,2308.TW,1080.0,1085.0,988.0,1030.0,18172207
2026-01-08,2308.TW,1035.0,1040.0,1010.0,1010.0,9003951
2026-01-09,2308.TW,1000.0,1030.0,995.0,1015.0,7391100
2026-01-12,2308.TW,1040.0,1065.0,1035.0,1055.0,11344658
2026-01-13,2308.TW,1070.0,1080.0,1025.0,1030.0,11474459
2026-01-14,2308.TW,1040.0,1070.0,1040.0,1060.0,8593128
2026-01-15,2308.TW,1055.0,1060.0,1025.0,1045.0,8172566
2026-01-16,2308.TW,1075.0,1135.0,1060.0,1125.0,22782095
2026-01-19,2308.TW,1145.0,1160.0,1110.0,1120.0,12008197
2026-01-20,2308.TW,1105.0,1140.0,1100.0,1130.0,7198430
2026-01-21,2308.TW,1130.0,1185.0,1115.0,1135.0,18083264
2026-01-22,2308.TW,1200.0,1245.0,1195.0,1245.0,19318986
2026-01-23,2308.TW,1280.0,1285.0,1245.0,1260.0,17512693
2026-01-26,2308.TW,1220.0,1240.0,1205.0,1230.0,11798393
2026-01-27,2308.TW,1230.0,1260.0,1220.0,1250.0,8618449
2026-01-28,2308.TW,1250.0,1280.0,1235.0,1280.0,10930051
2026-01-29,2308.TW,1310.0,1315.0,1240.0,1255.0,12829784
2026-01-30,2308.TW,1250.0,1255.0,1215.0,1220.0,10202205
2026-02-02,2308.TW,1185.0,1200.0,1160.0,1175.0,12433041
2026-02-03,2308.TW,1205.0,1220.0,1175.0,1215.0,11004255
2026-02-04,2308.TW,1220.0,1220.0,1195.0,1210.0,7111184
2026-02-05,2308.TW,1175.0,1180.0,1130.0,1150.0,14283127
2026-02-06,2308.TW,1135.0,1170.0,1115.0,1160.0,10257879
2026-02-09,2308.TW,1200.0,1210.0,1180.0,1180.0,8765470
2026-02-10,2308.TW,1205.0,1210.0,1170.0,1185.0,7916235
2026-02-11,2308.TW,1200.0,1265.0,1190.0,1260.0,14422679
2026-02-23,2308.TW,1320.0,1380.0,1295.0,1305.0,21053140
2026-02-24,2308.TW,1355.0,1385.0,1335.0,1385.0,13399510
2026-02-25,2308.TW,1425.0,1480.0,1380.0,1435.0,13893910
2026-02-26,2308.TW,1450.0,1455.0,1415.0,1430.0,16681606
2026-03-02,2308.TW,1355.0,1445.0,1355.0,1425.0,14087742
2026-03-03,2308.TW,1410.0,1435.0,1340.0,1340.0,16095323
2026-03-04,2308.TW,1295.0,1320.0,1250.0,1255.0,16961184
2026-03-05,2308.TW,1335.0,1365.0,1310.0,1335.0,13120905
2026-03-06,2308.TW,1340.0,1345.0,1310.0,1320.0,10254707
2026-03-09,2308.TW,1210.0,1230.0,1195.0,1220.0,21625496
2026-03-10,2308.TW,1280.0,1325.0,1275.0,1290.0,11474848
2026-03-11,2308.TW,1350.0,1415.0,1325.0,1400.0,13726816
2026-03-12,2308.TW,1390.0,1410.0,1365.0,1370.0,7368490
2026-03-13,2308.TW,1355.0,1405.0,1340.0,1385.0,7461038
2026-03-16,2308.TW,1395.0,1395.0,1350.0,1360.0,5929443
2026-03-17,2308.TW,1385.0,1470.0,1385.0,1440.0,12515796
2026-03-18,2308.TW,1465.0,1490.0,1450.0,1465.0,10696722
2026-03-19,2308.TW,1450.0,1480.0,1445.0,1455.0,7980699
2026-03-20,2308.TW,1450.0,1530.0,1410.0,1475.0,15113545
2026-03-23,2308.TW,1405.0,1425.0,1385.0,1410.0,12888516
2026-03-24,2308.TW,1455.0,1470.0,1410.0,1415.0,12355449
2026-03-25,2308.TW,1485.0,1555.0,1485.0,1550.0,15224832
2026-03-26,2308.TW,1535.0,1565.0,1515.0,1515.0,12323637
2026-03-27,2308.TW,1460.0,1520.0,1440.0,1510.0,10081583
2026-03-30,2308.TW,1480.0,1495.0,1450.0,1485.0,11069480
2026-03-31,2308.TW,1465.0,1470.0,1365.0,1380.0,18001261
2026-04-01,2308.TW,1465.0,1495.0,1450.0,1475.0,11380012
2026-04-02,2308.TW,1480.0,1510.0,1420.0,1430.0,9316602
2026-04-07,2308.TW,1495.0,1515.0,1490.0,1515.0,9471155
2026-04-08,2308.TW,1630.0,1665.0,1615.0,1665.0,11931374
2026-04-09,2308.TW,1685.0,1705.0,1635.0,1645.0,14632032
2026-04-10,2308.TW,1690.0,1750.0,1675.0,1735.0,10973678
2025-09-15,2421.TW,135.0,136.0,132.0,134.5,6708256
2025-09-16,2421.TW,136.0,136.0,129.0,129.5,6789262
2025-09-17,2421.TW,129.5,130.5,127.0,127.0,2543823
2025-09-18,2421.TW,127.5,130.0,124.5,128.5,3451612
2025-09-19,2421.TW,130.0,130.5,127.0,128.5,1809312
2025-09-22,2421.TW,129.0,132.5,128.5,131.5,2503629
2025-09-23,2421.TW,133.5,136.0,129.0,129.0,6063274
2025-09-24,2421.TW,129.0,129.5,127.0,128.0,1451605
2025-09-25,2421.TW,127.0,129.0,124.5,125.5,3095109
2025-09-26,2421.TW,125.0,125.5,120.0,121.0,3414949
2025-09-30,2421.TW,124.0,127.0,124.0,126.5,2523554
2025-10-01,2421.TW,127.0,129.5,126.5,127.5,1806016
2025-10-02,2421.TW,129.5,129.5,127.5,128.0,1683667
2025-10-03,2421.TW,129.0,133.0,128.0,128.5,2718076
2025-10-07,2421.TW,130.5,133.0,129.0,130.5,7255218
2025-10-08,2421.TW,130.0,131.0,127.0,131.0,2857040
2025-10-09,2421.TW,134.5,137.5,131.5,132.0,7855850
2025-10-13,2421.TW,127.5,131.5,127.5,131.0,3483102
2025-10-14,2421.TW,132.5,138.5,131.0,135.0,13473532
2025-10-15,2421.TW,137.5,140.0,135.0,140.0,14429949
2025-10-16,2421.TW,147.0,154.0,140.0,145.0,24926732
2025-10-17,2421.TW,143.0,143.5,133.5,135.5,11740279
2025-10-20,2421.TW,135.0,137.5,133.5,136.5,3866586
2025-10-21,2421.TW,138.0,141.0,135.0,139.0,6084464
2025-10-22,2421.TW,138.0,138.5,136.0,137.0,2467722
2025-10-23,2421.TW,136.5,137.5,134.5,136.0,2289897
2025-10-27,2421.TW,138.0,141.5,137.5,140.5,5141305
2025-10-28,2421.TW,141.0,147.5,140.5,147.0,12291940
2025-10-29,2421.TW,148.5,151.5,144.0,150.5,11682240
2025-10-30,2421.TW,152.0,153.5,145.0,148.0,8327391
2025-10-31,2421.TW,149.5,152.0,147.0,151.0,5112210
2025-11-03,2421.TW,155.0,166.0,152.0,166.0,22328465
2025-11-04,2421.TW,167.5,168.5,149.5,149.5,22962036
2025-11-05,2421.TW,144.0,153.0,143.0,152.0,8829990
2025-11-06,2421.TW,152.0,155.0,149.0,153.5,7334722
2025-11-07,2421.TW,160.5,168.5,159.5,168.5,20067498
2025-11-10,2421.TW,173.0,184.0,169.5,176.5,42466560
2025-11-11,2421.TW,178.0,185.0,175.5,182.0,18503896
2025-11-12,2421.TW,183.0,195.0,182.5,185.5,20990690
2025-11-13,2421.TW,185.5,187.0,181.5,184.0,8897756
2025-11-14,2421.TW,180.0,181.5,175.5,176.0,6091633
2025-11-17,2421.TW,177.5,179.0,174.5,177.5,5226572
2025-11-18,2421.TW,174.0,184.5,173.5,178.5,8533015
2025-11-19,2421.TW,180.0,183.0,174.0,178.0,7183726
2025-11-20,2421.TW,185.0,192.5,183.0,189.5,13470613
2025-11-21,2421.TW,180.0,182.5,171.5,174.5,8318151
2025-11-24,2421.TW,176.5,177.0,168.0,169.0,5837499
2025-11-25,2421.TW,173.0,173.0,169.5,170.5,3098436
2025-11-26,2421.TW,172.0,172.5,166.5,168.5,4518312
2025-11-27,2421.TW,171.5,171.5,164.0,166.0,3816933
2025-11-28,2421.TW,167.0,168.5,164.0,166.5,3432123
2025-12-01,2421.TW,167.5,167.5,161.5,163.5,2567982
2025-12-02,2421.TW,165.0,166.5,161.0,161.5,2344935
2025-12-03,2421.TW,163.0,164.5,161.5,163.5,2463679
2025-12-04,2421.TW,164.5,168.5,162.5,163.0,3381241
2025-12-05,2421.TW,164.0,168.0,163.5,167.0,3130335
2025-12-08,2421.TW,165.0,166.0,160.5,160.5,4770187
2025-12-09,2421.TW,161.5,161.5,156.5,158.5,4504676
2025-12-10,2421.TW,162.0,162.0,158.5,161.5,2464238
2025-12-11,2421.TW,162.0,162.5,158.0,158.5,2389424
2025-12-12,2421.TW,161.5,163.0,157.5,157.5,2180492
2025-12-15,2421.TW,155.5,157.0,154.0,156.5,1683125
2025-12-16,2421.TW,156.0,157.5,151.0,152.5,2919232
2025-12-17,2421.TW,154.0,155.0,152.0,153.0,1846043
2025-12-18,2421.TW,152.5,153.0,149.5,151.5,1809106
2025-12-19,2421.TW,152.5,157.5,151.5,157.0,2243056
2025-12-22,2421.TW,159.5,159.5,157.0,159.5,1733833
2025-12-23,2421.TW,159.5,159.5,155.5,155.5,1605705
2025-12-24,2421.TW,156.5,159.0,156.5,158.0,1081621
2025-12-26,2421.TW,159.0,163.0,157.0,161.0,4779419
2025-12-29,2421.TW,161.0,163.0,159.0,162.0,2699009
2025-12-30,2421.TW,161.5,161.5,159.0,159.5,1962455
2025-12-31,2421.TW,160.0,162.5,159.5,160.5,2297453
2026-01-02,2421.TW,160.5,160.5,157.5,158.5,2831651
2026-01-05,2421.TW,159.5,160.0,153.5,157.0,2612448
2026-01-06,2421.TW,158.0,160.0,156.0,156.5,2510437
2026-01-07,2421.TW,157.5,161.0,155.0,156.5,3183986
2026-01-08,2421.TW,159.5,160.5,154.0,154.0,3305786
2026-01-09,2421.TW,157.0,160.0,154.5,156.5,3305656
2026-01-12,2421.TW,159.5,159.5,155.0,155.5,2132685
2026-01-13,2421.TW,157.0,157.0,151.0,152.0,2528241
2026-01-14,2421.TW,155.0,157.0,154.0,155.5,2089197
2026-01-15,2421.TW,157.0,157.5,152.0,153.0,2459260
2026-01-16,2421.TW,154.0,154.0,150.0,153.0,1792995
2026-01-19,2421.TW,153.0,153.0,149.0,150.0,2409608
2026-01-20,2421.TW,150.0,152.5,149.0,151.0,1770193
2026-01-21,2421.TW,150.0,154.5,149.0,151.0,2171343
2026-01-22,2421.TW,154.5,155.0,151.0,155.0,2739872
2026-01-23,2421.TW,157.0,157.5,153.0,153.0,1769771
2026-01-26,2421.TW,153.5,154.5,150.5,152.5,1593260
2026-01-27,2421.TW,152.5,154.5,151.0,151.0,1351716
2026-01-28,2421.TW,150.0,153.5,148.0,149.5,2713889
2026-01-29,2421.TW,150.5,153.0,147.0,152.0,2791844
2026-01-30,2421.TW,150.5,150.5,143.0,143.0,3418325
2026-02-02,2421.TW,139.0,145.0,138.5,143.0,2152503
2026-02-03,2421.TW,145.5,149.5,143.5,149.0,2251797
2026-02-04,2421.TW,147.0,154.0,147.0,152.0,2474853
2026-02-05,2421.TW,151.5,156.0,149.0,149.5,2894067
2026-02-06,2421.TW,148.5,149.5,143.0,147.0,1938850
2026-02-09,2421.TW,148.5,151.0,146.0,147.0,2027646
2026-02-10,2421.TW,148.0,148.5,146.0,146.5,1298780
2026-02-11,2421.TW,146.0,147.0,144.5,144.5,1425913
2026-02-23,2421.TW,146.2119598388672,147.20660400390625,143.22804260253906,146.2119598388672,1430116
2026-02-24,2421.TW,146.0,147.5,144.5,145.0,1810101
2026-02-25,2421.TW,151.0,155.0,147.5,151.5,5707141
2026-02-26,2421.TW,151.0,155.5,148.5,152.5,4089024
2026-03-02,2421.TW,155.0,157.0,149.5,154.5,10255111
2026-03-03,2421.TW,154.5,154.5,143.0,143.0,6210801
2026-03-04,2421.TW,138.5,139.5,133.0,134.5,3786172
2026-03-05,2421.TW,138.5,143.0,137.5,140.5,2818352
2026-03-06,2421.TW,141.0,142.5,136.0,137.0,4204105
2026-03-09,2421.TW,124.0,130.0,124.0,130.0,2722990
2026-03-10,2421.TW,133.0,133.0,127.0,128.0,3353430
2026-03-11,2421.TW,130.5,140.5,129.5,140.5,4682531
2026-03-12,2421.TW,141.0,146.0,138.5,141.0,10572741
2026-03-13,2421.TW,139.0,150.5,138.5,144.5,11087593
2026-03-16,2421.TW,146.0,149.5,143.0,146.0,6841844
2026-03-17,2421.TW,153.5,160.5,148.5,155.5,27880143
2026-03-18,2421.TW,157.0,157.0,148.0,151.5,16696552
2026-03-19,2421.TW,148.5,150.0,144.5,144.5,9024691
2026-03-20,2421.TW,145.5,147.0,142.0,143.5,5112396
2026-03-23,2421.TW,138.0,139.5,132.0,133.0,5368895
2026-03-24,2421.TW,136.0,136.5,128.5,131.0,2946709
2026-03-25,2421.TW,134.0,141.5,133.0,139.5,5298968
2026-03-26,2421.TW,141.0,145.0,136.0,136.0,6670644
2026-03-27,2421.TW,134.0,135.5,131.5,134.5,4171340
2026-03-30,2421.TW,130.5,133.0,129.0,131.0,3136267
2026-03-31,2421.TW,129.5,130.0,123.0,123.0,5165296
2026-04-01,2421.TW,127.0,129.5,126.0,128.0,2560498
