Date,Stock_ID,Open,High,Low,Close,Volume
2025-10-07,2382.TW,310.5,314.0,305.0,308.5,40752333
2025-10-08,2382.TW,307.0,308.0,303.5,306.0,20531685
2025-10-09,2382.TW,310.0,311.0,298.0,298.0,37268713
2025-10-13,2382.TW,289.5,295.0,287.0,294.5,29776200
2025-10-14,2382.TW,299.0,299.0,284.0,284.0,29851647
2025-10-15,2382.TW,285.0,288.0,281.5,286.0,15687616
2025-10-16,2382.TW,287.5,292.0,286.0,291.5,15512048
2025-10-17,2382.TW,289.5,291.5,287.5,288.5,12838974
2025-10-20,2382.TW,291.0,297.5,290.5,296.5,22366155
2025-10-21,2382.TW,297.0,297.5,291.0,291.0,16174355
2025-10-22,2382.TW,289.0,291.5,287.0,289.5,12208364
2025-10-23,2382.TW,289.5,303.0,289.5,293.5,33472282
2025-10-27,2382.TW,303.5,310.0,301.0,309.5,44396977
2025-10-28,2382.TW,308.0,308.5,303.0,304.0,17765962
2025-10-29,2382.TW,307.0,309.0,305.0,308.0,13100507
2025-10-30,2382.TW,308.0,310.0,303.0,306.0,20602549
2025-10-31,2382.TW,306.0,306.5,300.5,300.5,13315938
2025-11-03,2382.TW,300.0,302.5,296.0,297.5,11626090
2025-11-04,2382.TW,297.5,298.5,287.0,287.5,19508256
2025-11-05,2382.TW,282.0,290.0,280.0,289.5,18775068
2025-11-06,2382.TW,289.5,297.0,287.0,293.0,14777764
2025-11-07,2382.TW,290.0,291.5,286.5,287.0,9629708
2025-11-10,2382.TW,288.0,291.5,286.0,291.5,9497885
2025-11-11,2382.TW,294.0,297.5,291.0,291.5,11963258
2025-11-12,2382.TW,288.0,289.5,285.5,288.0,15684240
2025-11-13,2382.TW,292.0,293.5,285.0,285.0,24935287
2025-11-14,2382.TW,281.0,282.5,278.0,279.5,19613902
2025-11-17,2382.TW,281.0,282.5,275.0,276.0,13276681
2025-11-18,2382.TW,275.0,278.5,270.0,270.0,18467673
2025-11-19,2382.TW,271.0,273.5,267.0,267.0,14254017
2025-11-20,2382.TW,275.0,276.5,272.5,274.0,10134936
2025-11-21,2382.TW,267.5,272.0,266.5,270.0,13500642
2025-11-24,2382.TW,272.0,274.0,270.0,272.0,14853862
2025-11-25,2382.TW,278.0,279.5,274.0,275.0,9336982
2025-11-26,2382.TW,278.0,281.0,276.5,279.5,9438475
2025-11-27,2382.TW,279.0,282.0,278.0,281.5,6456741
2025-11-28,2382.TW,281.0,284.0,276.0,282.0,12623082
2025-12-01,2382.TW,283.0,288.0,282.0,287.0,16398925
2025-12-02,2382.TW,288.0,293.0,287.5,288.5,15581808
2025-12-03,2382.TW,287.5,293.0,287.5,292.5,14680289
2025-12-04,2382.TW,293.0,294.5,292.0,294.5,11435414
2025-12-05,2382.TW,294.5,301.0,294.0,297.5,21889164
2025-12-08,2382.TW,297.5,298.0,295.0,297.5,11022569
2025-12-09,2382.TW,299.0,301.5,293.5,296.0,14925284
2025-12-10,2382.TW,297.5,298.5,291.0,292.5,10023211
2025-12-11,2382.TW,295.0,295.0,287.5,288.0,10861922
2025-12-12,2382.TW,290.0,290.5,285.5,286.5,6161744
2025-12-15,2382.TW,282.5,285.5,280.5,285.0,8298474
2025-12-16,2382.TW,282.0,282.5,273.0,273.0,26216176
2025-12-17,2382.TW,269.5,271.0,265.0,265.0,49191056
2025-12-18,2382.TW,265.0,265.5,260.0,260.0,26916273
2025-12-19,2382.TW,262.5,265.0,261.5,265.0,21950230
2025-12-22,2382.TW,267.5,268.5,265.0,267.0,18882439
2025-12-23,2382.TW,268.0,268.0,263.5,264.5,17223183
2025-12-24,2382.TW,265.5,267.0,263.5,264.0,14381521
2025-12-26,2382.TW,265.0,265.0,261.0,263.0,15952492
2025-12-29,2382.TW,262.0,265.0,260.5,263.0,14325071
2025-12-30,2382.TW,263.0,263.0,260.5,263.0,11968569
2025-12-31,2382.TW,263.5,272.5,263.5,272.0,23869710
2026-01-02,2382.TW,274.0,280.0,270.0,277.0,22740078
2026-01-05,2382.TW,277.5,280.0,275.0,278.0,25469229
2026-01-06,2382.TW,277.0,282.0,273.5,282.0,23580699
2026-01-07,2382.TW,282.0,285.0,280.5,282.0,18766287
2026-01-08,2382.TW,280.5,281.0,272.0,273.0,23946237
2026-01-09,2382.TW,278.0,287.5,277.0,283.0,49358199
2026-01-12,2382.TW,285.5,286.0,278.0,280.5,20628829
2026-01-13,2382.TW,284.0,285.0,277.0,279.0,16835517
2026-01-14,2382.TW,282.0,287.0,280.0,286.0,27756504
2026-01-15,2382.TW,285.5,285.5,279.5,283.0,15472828
2026-01-16,2382.TW,286.0,290.0,285.5,289.5,23531351
2026-01-19,2382.TW,288.5,288.5,281.5,282.0,15902921
2026-01-20,2382.TW,281.0,282.0,277.0,277.5,13458730
2026-01-21,2382.TW,275.5,279.5,273.5,275.0,14842272
2026-01-22,2382.TW,279.5,283.0,278.5,283.0,15748702
2026-01-23,2382.TW,284.5,285.5,278.5,280.0,12105528
2026-01-26,2382.TW,283.0,287.0,280.5,287.0,18267347
2026-01-27,2382.TW,287.5,290.0,285.0,287.5,11017049
2026-01-28,2382.TW,288.0,292.0,284.5,287.0,14966747
2026-01-29,2382.TW,287.0,288.0,281.5,283.0,10986703
2026-01-30,2382.TW,282.5,283.0,276.5,280.0,16968193
2026-02-02,2382.TW,279.5,279.5,271.5,273.0,16449715
2026-02-03,2382.TW,278.5,281.0,272.0,276.5,13650260
2026-02-04,2382.TW,274.5,278.5,272.5,278.0,9610602
2026-02-05,2382.TW,275.5,281.5,272.0,273.0,11297980
2026-02-06,2382.TW,273.5,280.0,268.5,279.5,18269366
2026-02-09,2382.TW,284.0,285.0,281.5,284.0,12411543
2026-02-10,2382.TW,285.0,287.0,282.5,285.0,15106626
2026-02-11,2382.TW,286.0,286.5,281.0,286.0,16235356
2026-02-23,2382.TW,288.0,288.5,282.5,283.5,20793859
2026-02-24,2382.TW,286.5,286.5,282.0,284.0,13327516
2026-02-25,2382.TW,285.5,299.0,285.5,297.5,48175085
2026-02-26,2382.TW,302.0,302.0,290.0,291.5,24333369
2026-03-02,2382.TW,291.5,302.0,289.0,301.0,43986426
2026-03-03,2382.TW,302.0,302.0,293.0,294.5,21602141
2026-03-04,2382.TW,289.0,289.5,281.0,281.0,31455993
2026-03-05,2382.TW,288.0,293.0,286.0,289.5,19504646
2026-03-06,2382.TW,287.0,289.0,282.5,289.0,12786246
2026-03-09,2382.TW,272.5,282.0,272.0,282.0,17989005
2026-03-10,2382.TW,286.0,287.5,279.5,282.5,16300354
2026-03-11,2382.TW,283.0,290.0,283.0,289.0,17823474
2026-03-12,2382.TW,289.5,290.5,284.5,288.5,14202639
2026-03-13,2382.TW,286.0,290.0,283.5,289.0,9844284
2026-03-16,2382.TW,290.0,292.0,287.5,289.0,14489156
2026-03-17,2382.TW,290.5,292.5,288.0,289.0,13889345
2026-03-18,2382.TW,292.0,295.0,291.5,293.0,18392851
2026-03-19,2382.TW,290.5,292.0,286.0,286.5,10174768
2026-03-20,2382.TW,286.0,288.0,281.0,283.5,13087791
2026-03-23,2382.TW,278.5,282.5,275.5,280.0,15239375
2026-03-24,2382.TW,283.0,285.0,281.0,281.5,10220480
2026-03-25,2382.TW,286.5,288.0,282.5,285.0,9141813
2026-03-26,2382.TW,287.0,291.0,284.0,287.0,11204685
2026-03-27,2382.TW,283.5,289.5,282.0,289.0,12806436
2026-03-30,2382.TW,282.0,284.5,280.5,281.0,17247411
2026-03-31,2382.TW,280.0,284.5,278.0,278.5,16654046
2026-04-01,2382.TW,287.0,291.0,285.0,290.5,18174983
2026-04-02,2382.TW,290.5,291.5,284.5,284.5,11027428
2026-04-07,2382.TW,287.0,289.5,284.0,289.0,8886237
2026-04-08,2382.TW,295.0,307.5,293.5,307.5,52427615
2026-04-09,2382.TW,304.5,314.0,295.0,313.0,45878717
2026-04-10,2382.TW,315.0,327.5,312.0,321.5,37845000
2025-09-15,3231.TW,121.0,121.0,118.5,119.5,20729218
2025-09-16,3231.TW,120.0,120.0,117.5,118.0,31851525
2025-09-17,3231.TW,118.0,122.0,118.0,119.0,29447928
2025-09-18,3231.TW,119.5,120.0,118.5,120.0,24481119
2025-09-19,3231.TW,120.5,121.5,119.5,121.0,42358406
2025-09-22,3231.TW,121.5,122.0,120.5,121.5,18593251
2025-09-23,3231.TW,122.5,126.0,122.0,122.5,76002779
2025-09-24,3231.TW,123.5,124.0,120.0,121.5,28975019
2025-09-25,3231.TW,122.0,127.5,121.5,125.5,100261498
2025-09-26,3231.TW,125.5,130.0,122.0,128.0,120459418
2025-09-30,3231.TW,135.0,140.5,134.5,140.5,108929876
2025-10-01,3231.TW,146.0,153.5,144.0,146.0,282988689
2025-10-02,3231.TW,154.5,156.0,148.5,149.5,120880021
2025-10-03,3231.TW,149.5,154.0,148.0,153.5,86609939
2025-10-07,3231.TW,157.0,158.0,152.0,156.0,91596690
2025-10-08,3231.TW,152.5,152.5,147.5,150.5,78861975
2025-10-09,3231.TW,153.5,154.0,147.5,151.0,65492842
2025-10-13,3231.TW,142.5,148.0,142.0,145.5,70866522
2025-10-14,3231.TW,148.5,149.5,137.5,138.0,75501420
2025-10-15,3231.TW,139.0,140.5,136.5,138.0,37474501
2025-10-16,3231.TW,139.0,141.5,137.5,139.5,57474007
2025-10-17,3231.TW,136.0,138.0,135.0,136.5,64311022
2025-10-20,3231.TW,139.5,144.5,139.0,142.0,65327706
2025-10-21,3231.TW,146.5,146.5,142.0,142.5,62220259
2025-10-22,3231.TW,141.0,144.0,140.5,143.5,30349780
2025-10-23,3231.TW,142.0,148.0,141.5,143.0,52588800
2025-10-27,3231.TW,146.5,147.5,144.0,146.5,58476994
2025-10-28,3231.TW,146.0,150.0,144.5,148.0,51766116
2025-10-29,3231.TW,149.0,153.0,148.0,152.5,67402853
2025-10-30,3231.TW,154.0,156.5,151.0,155.0,75235906
2025-10-31,3231.TW,155.5,155.5,149.0,150.5,58027715
2025-11-03,3231.TW,150.0,150.0,142.5,143.5,79634870
2025-11-04,3231.TW,143.0,145.0,139.0,139.0,52697378
2025-11-05,3231.TW,136.0,138.5,132.0,137.5,75419156
2025-11-06,3231.TW,138.5,142.5,137.0,142.0,42721390
2025-11-07,3231.TW,139.5,141.5,137.0,137.5,38839175
2025-11-10,3231.TW,139.0,141.0,137.0,138.5,38419835
2025-11-11,3231.TW,141.0,148.0,140.5,144.5,83578817
2025-11-12,3231.TW,142.0,142.0,138.0,139.0,87183883
2025-11-13,3231.TW,142.0,148.0,141.5,144.0,84913855
2025-11-14,3231.TW,141.0,143.0,139.5,140.5,54818005
2025-11-17,3231.TW,142.5,143.0,137.0,138.0,50762784
2025-11-18,3231.TW,138.0,140.5,136.0,137.0,40872359
2025-11-19,3231.TW,137.5,140.0,136.0,137.0,33468386
2025-11-20,3231.TW,142.5,145.0,141.0,143.0,50986086
2025-11-21,3231.TW,139.5,140.5,137.5,139.0,39344178
2025-11-24,3231.TW,140.5,141.0,137.5,139.0,33682141
2025-11-25,3231.TW,141.5,142.5,139.0,139.5,20681188
2025-11-26,3231.TW,141.0,143.0,140.5,142.5,27235555
2025-11-27,3231.TW,144.0,146.0,143.0,145.5,41278594
2025-11-28,3231.TW,146.0,146.0,140.5,144.5,42287054
2025-12-01,3231.TW,143.5,144.0,141.0,141.0,22578213
2025-12-02,3231.TW,141.5,146.0,141.0,143.0,45461765
2025-12-03,3231.TW,144.5,147.0,144.0,145.0,41304913
2025-12-04,3231.TW,146.0,146.5,144.0,146.0,30160182
2025-12-05,3231.TW,146.0,153.0,145.5,151.0,85008744
2025-12-08,3231.TW,151.0,152.0,147.5,149.0,38061637
2025-12-09,3231.TW,153.5,154.0,149.5,149.5,94932438
2025-12-10,3231.TW,150.0,150.5,146.5,147.5,42690066
2025-12-11,3231.TW,148.5,150.0,144.0,144.0,44947032
2025-12-12,3231.TW,145.0,146.0,142.5,143.5,23980922
2025-12-15,3231.TW,141.0,143.5,140.5,141.5,34773100
2025-12-16,3231.TW,141.0,141.0,138.0,139.0,31436186
2025-12-17,3231.TW,140.0,140.5,138.0,138.0,24606335
2025-12-18,3231.TW,138.5,141.0,138.0,139.5,22658847
2025-12-19,3231.TW,141.5,144.0,141.0,144.0,31811623
2025-12-22,3231.TW,146.0,148.0,144.5,146.5,41060014
2025-12-23,3231.TW,146.5,147.0,145.0,145.0,21131302
2025-12-24,3231.TW,146.5,148.0,145.5,145.5,27471963
2025-12-26,3231.TW,146.0,146.5,145.5,146.5,13775314
2025-12-29,3231.TW,146.5,148.0,145.0,146.0,21177407
2025-12-30,3231.TW,146.0,147.0,143.5,147.0,23775242
2025-12-31,3231.TW,148.0,151.0,147.0,150.5,52620220
2026-01-02,3231.TW,152.0,155.5,149.5,155.0,90498843
2026-01-05,3231.TW,157.0,158.0,153.5,155.0,56534317
2026-01-06,3231.TW,155.0,155.5,152.5,154.5,33492977
2026-01-07,3231.TW,155.5,161.0,155.5,158.5,76129144
2026-01-08,3231.TW,159.5,160.0,149.0,151.0,71226115
2026-01-09,3231.TW,150.5,153.0,148.0,149.0,52097183
2026-01-12,3231.TW,150.5,151.0,146.0,146.0,44415872
2026-01-13,3231.TW,147.5,148.0,143.5,143.5,33549092
2026-01-14,3231.TW,144.5,148.0,144.0,146.0,31055514
2026-01-15,3231.TW,146.0,146.0,143.0,143.5,28593265
2026-01-16,3231.TW,145.5,145.5,143.5,145.0,33463880
2026-01-19,3231.TW,143.0,143.5,138.0,138.5,114964070
2026-01-20,3231.TW,138.0,139.0,136.0,136.0,59709472
2026-01-21,3231.TW,135.0,137.5,133.5,133.5,56498317
2026-01-22,3231.TW,135.5,137.0,134.0,135.5,45661404
2026-01-23,3231.TW,137.5,138.5,135.5,136.5,33657672
2026-01-26,3231.TW,137.0,138.0,135.5,136.5,28906035
2026-01-27,3231.TW,137.5,138.5,134.5,134.5,39584385
2026-01-28,3231.TW,136.0,137.5,134.0,134.5,36527068
2026-01-29,3231.TW,135.0,135.5,132.0,132.5,35906191
2026-01-30,3231.TW,132.0,132.0,130.0,130.5,34826912
2026-02-02,3231.TW,129.0,130.0,127.0,128.0,28718948
2026-02-03,3231.TW,130.5,131.5,128.0,128.5,25732576
2026-02-04,3231.TW,127.0,130.0,126.0,129.0,21697190
2026-02-05,3231.TW,128.5,133.0,127.5,127.5,32310459
2026-02-06,3231.TW,128.0,130.5,125.0,129.0,29262703
2026-02-09,3231.TW,133.0,133.5,131.0,131.0,27824631
2026-02-10,3231.TW,132.0,132.0,129.5,129.5,22968220
2026-02-11,3231.TW,130.5,131.5,129.5,131.5,29043873
2026-02-23,3231.TW,130.5,132.0,128.5,129.5,42787673
2026-02-24,3231.TW,130.0,131.5,129.0,131.0,25830553
2026-02-25,3231.TW,132.5,139.5,132.5,138.0,86034196
2026-02-26,3231.TW,139.0,139.0,134.5,136.0,55121686
2026-03-02,3231.TW,131.5,136.0,131.0,135.0,30332716
2026-03-03,3231.TW,134.0,136.5,131.0,131.5,36750883
2026-03-04,3231.TW,130.0,131.0,125.0,125.0,55433899
2026-03-05,3231.TW,128.0,131.0,128.0,128.5,35462422
2026-03-06,3231.TW,127.5,131.0,127.0,130.5,21838158
2026-03-09,3231.TW,125.5,127.5,123.5,127.5,42075721
2026-03-10,3231.TW,131.0,132.0,127.5,129.0,29175604
2026-03-11,3231.TW,131.5,134.0,131.0,133.0,35914667
2026-03-12,3231.TW,132.0,134.0,131.0,132.5,21767619
2026-03-13,3231.TW,131.0,135.0,130.0,134.0,33262555
2026-03-16,3231.TW,135.5,137.5,134.5,135.0,42124952
2026-03-17,3231.TW,137.0,137.0,132.5,134.0,38755175
2026-03-18,3231.TW,135.0,135.5,130.0,130.5,44790446
2026-03-19,3231.TW,129.5,130.0,127.0,127.5,34300552
2026-03-20,3231.TW,128.5,133.5,126.5,130.0,64581050
2026-03-23,3231.TW,127.5,128.5,125.0,125.5,31453986
2026-03-24,3231.TW,128.0,131.0,126.0,129.0,33369953
2026-03-25,3231.TW,132.0,132.0,127.5,128.0,34295698
2026-03-26,3231.TW,128.5,129.0,127.0,127.0,23614650
2026-03-27,3231.TW,126.0,127.5,125.5,127.0,17401712
2026-03-30,3231.TW,125.0,127.0,124.0,125.5,20628413
2026-03-31,3231.TW,125.0,126.0,122.5,122.5,35604116
2026-04-01,3231.TW,126.0,127.5,125.0,127.0,20883677
2026-04-02,3231.TW,127.0,128.0,124.0,125.0,15442098
2026-04-07,3231.TW,124.5,125.0,123.0,123.5,19333814
2026-04-08,3231.TW,126.5,131.0,126.5,131.0,40051640
2026-04-09,3231.TW,132.0,132.5,130.0,132.5,37014831
2026-04-10,3231.TW,134.0,136.5,133.0,135.0,41318353
2025-09-15,6669.TW,3210.0,3245.0,3155.0,3220.0,1257831
2025-09-16,6669.TW,3205.0,3305.0,3200.0,3200.0,1459607
2025-09-17,6669.TW,3195.0,3230.0,3155.0,3160.0,1213382
2025-09-18,6669.TW,3160.0,3260.0,3140.0,3200.0,1548437
2025-09-19,6669.TW,3230.0,3265.0,3210.0,3230.0,1160624
2025-09-22,6669.TW,3240.0,3245.0,3125.0,3125.0,1294142
2025-09-23,6669.TW,3150.0,3170.0,3115.0,3140.0,1147520
2025-09-24,6669.TW,3140.0,3140.0,3020.0,3080.0,1215457
2025-09-25,6669.TW,3135.0,3165.0,3075.0,3095.0,1438531
2025-09-26,6669.TW,3135.0,3155.0,3020.0,3050.0,1521606
2025-09-30,6669.TW,3095.0,3315.0,3095.0,3315.0,2931855
2025-10-01,6669.TW,3315.0,3380.0,3260.0,3300.0,2234458
2025-10-02,6669.TW,3410.0,3425.0,3275.0,3315.0,1892178
2025-10-03,6669.TW,3405.0,3540.0,3405.0,3465.0,2969886
2025-10-07,6669.TW,3525.0,3530.0,3425.0,3510.0,1599336
2025-10-08,6669.TW,3460.0,3480.0,3400.0,3435.0,1405547
2025-10-09,6669.TW,3460.0,3485.0,3310.0,3370.0,2649432
2025-10-13,6669.TW,3260.0,3430.0,3210.0,3430.0,2501158
